"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000005007",2261.96310265218,0.23927271583377,0.0832351460919582,2.87465964881496,0.00404463232697294,0.0218185630455847,"UPF1"
"ENSG00000005020",755.686647309337,0.21758142006305,0.109800163161381,1.9816129029176,0.0475225819393616,0.154728256008851,"SKAP2"
"ENSG00000005022",1118.96178081713,-0.032743293626597,0.0947736981284732,-0.345489247261523,0.729726592648045,0.878751831082513,"SLC25A5"
"ENSG00000005059",211.729339406469,0.0871011195908241,0.1545656293264,0.563521916032773,0.573079540803907,0.782091143553776,"MCUB"
"ENSG00000005075",817.88012949054,0.0570184521150557,0.108604359827888,0.525010710485439,0.599575745387343,0.799631673453309,"POLR2J"
"ENSG00000005100",485.153455516323,0.360901539107928,0.132027051446297,2.73354236994929,0.00626570613287316,0.0314366201969863,"DHX33"
"ENSG00000005108",10.560031488264,0.555687110570055,0.574315363458184,0.967564418308505,0.333261954749412,0.582402889667603,"THSD7A"
"ENSG00000005156",205.661595392504,-0.392552076729321,0.171047810523642,-2.29498451647859,0.0217340116520112,0.084773458383964,"LIG3"
"ENSG00000005175",312.283338777765,-0.223474442548587,0.136565423649574,-1.63639109063229,0.101757762622288,0.26873110363285,"RPAP3"
"ENSG00000005187",8.73445059403319,0.0279764912382783,0.64025554684502,0.0436958201707704,0.965146871056882,0.986326874021468,"ACSM3"
"ENSG00000005189",75.3289580877458,-0.366003168618131,0.264767585494338,-1.38235640867737,0.166862293720032,0.380675718668981,"REXO5"
"ENSG00000005194",455.352129529306,0.166405068257058,0.110387763442223,1.50745936930006,0.131692950911854,0.323924060952469,"CIAPIN1"
"ENSG00000005206",659.198012799385,0.0648015900583979,0.108541670256062,0.597020387704775,0.550493768902565,0.766111263475422,"SPPL2B"
"ENSG00000005238",703.283913124846,-0.183113345777987,0.109341300999438,-1.6746951435938,0.093994060771166,0.253310552058835,"ATOSB"
"ENSG00000005243",1017.28369123444,-0.0976006782870908,0.0928172313419294,-1.05153619512243,0.29301239469931,0.541574119103665,"COPZ2"
"ENSG00000005249",298.0308955353,0.607406606439761,0.180439609750755,3.36625981002056,0.000761949062324656,0.00529663280333007,"PRKAR2B"
"ENSG00000005302",462.125450482054,0.146125037902661,0.125142484773629,1.16766930245143,0.242940183812097,0.482884744055184,"MSL3"
"ENSG00000005339",2557.0995586306,-0.101747612477815,0.102159627910569,-0.995966944661203,0.319266206280322,0.567808287962005,"CREBBP"
"ENSG00000005379",152.234176247732,0.240502437902289,0.188421568651551,1.27640609099827,0.201812004202079,0.42987996803994,"TSPOAP1"
"ENSG00000005381",4.50322841772011,0.188757074973864,1.04494484734853,0.180638313546233,0.856651480693365,0.940856020492748,"MPO"
"ENSG00000005436",257.215345485388,0.148299227488179,0.133390444476786,1.11176799859894,0.26623791450313,0.51067668479408,"GCFC2"
"ENSG00000005448",232.325480045639,0.304278336602397,0.171399398593002,1.77525906800247,0.0758551206137622,0.217667017012629,"WDR54"
"ENSG00000005469",422.109843670998,-0.241897684182382,0.134233196935501,-1.80207049898852,0.0715343144788176,0.208790346177086,"CROT"
"ENSG00000005471",33.663699648536,-1.12039769365302,0.354544565080373,-3.16010398692484,0.00157712839710033,0.00983020368355103,"ABCB4"
"ENSG00000005483",1697.33592270124,0.0853482107417477,0.0901644478209487,0.946583856546594,0.343850873281553,0.59222476083585,"KMT2E"
"ENSG00000005486",850.249707514298,-0.111635318619228,0.0986773142405861,-1.13131695444252,0.257921710798181,0.50203414174361,"RHBDD2"
"ENSG00000005513",4.43384385812373,-1.29162658699867,0.980031119881938,-1.31794446196185,0.187522240283902,NA,"SOX8"
"ENSG00000005700",1158.18614534468,-0.0553404132081885,0.0978536475584051,-0.565542671009356,0.571704709042089,0.781335464110052,"IBTK"
"ENSG00000005801",210.535787479172,-0.303722670383907,0.15434042514344,-1.96787504052574,0.0490824172895007,0.158550660180931,"ZNF195"
"ENSG00000005810",2420.45766777556,-0.0219298534824678,0.092625520827226,-0.236758220484109,0.812844365303117,0.920500046882467,"MYCBP2"
"ENSG00000005812",1409.31667247605,0.468899176027419,0.111723012070453,4.19697936295996,2.70498571021228e-05,0.00027464134192876,"FBXL3"
"ENSG00000005882",642.27616938214,-0.0673305235566241,0.117047603311918,-0.575240514555399,0.565128645864503,0.776293116647271,"PDK2"
"ENSG00000005884",1284.6557363646,0.34858740437245,0.127394758270048,2.73627745054882,0.00621386101650497,0.0312373409115187,"ITGA3"
"ENSG00000005889",786.828204811663,0.0820652908895952,0.0966082866902071,0.849464302713009,0.395622985547776,0.641420039147411,"ZFX"
"ENSG00000005893",5169.74720627403,0.0670142510552266,0.0757190589738394,0.885038086360526,0.376136090101857,0.622504675902845,"LAMP2"
"ENSG00000005955",1427.89876652029,0.107858475031994,0.101789495035044,1.05962285199332,0.28931621306199,0.53787139989532,NA
"ENSG00000005961",8.38992974858045,-0.264591689470688,0.684577699383973,-0.386503518459314,0.699123797325669,0.861695168378432,"ITGA2B"
"ENSG00000006007",2204.03850772542,0.16895292334101,0.0860244521361417,1.96401045453479,0.049528879528086,0.159654049991142,"GDE1"
"ENSG00000006015",372.379990370748,-0.0417854677989115,0.13760945738591,-0.303652587494252,0.761392582997948,0.896158972970956,"REX1BD"
"ENSG00000006016",146.241327076607,0.288712294804544,0.220535170976093,1.30914399515822,0.190485578871528,0.414334856237805,"CRLF1"
"ENSG00000006025",160.283840153,-0.949040576656623,0.178311859314213,-5.32236375250995,1.02427495796633e-07,1.66844860361778e-06,"OSBPL7"
"ENSG00000006042",3087.22863686044,-0.0318048935555086,0.0796253560518918,-0.399431727938288,0.689575119594871,0.856423896723929,"TMEM98"
"ENSG00000006062",196.877940922506,-0.698214160003385,0.195757658690332,-3.5667271700868,0.000361467467444189,0.00275136402404121,"MAP3K14"
"ENSG00000006114",995.868720506853,-0.513229982941406,0.0959446897698565,-5.3492276036589,8.83303991047893e-08,1.44865563785346e-06,NA
"ENSG00000006118",433.934493983582,-0.502469508788767,0.119331108429326,-4.21071684829238,2.545616432428e-05,0.000260513935922484,"TMEM132A"
"ENSG00000006125",6741.62946112461,0.0417028253222913,0.105048136269953,0.396987769636611,0.691376479559601,0.857363255044092,"AP2B1"
"ENSG00000006194",552.267248663245,0.101206144740933,0.122668551974549,0.82503741270159,0.409350350592988,0.655425814410652,"ZNF263"
"ENSG00000006210",9.60922132806978,1.31053973045588,0.663006971835557,1.97666055732055,0.0480800120488302,0.156015615847491,"CX3CL1"
"ENSG00000006282",1369.85978580052,-0.109012546346424,0.0885926917888656,-1.23049141125797,0.21851314127672,0.450929801806118,"SPATA20"
"ENSG00000006283",62.959894863754,-1.4658956835001,0.284586527492638,-5.15096654931434,2.59147411942113e-07,3.94341445750226e-06,"CACNA1G"
"ENSG00000006327",558.914279820234,-0.256744586944705,0.21063147336,-1.21892793536078,0.222871545740847,0.456431325399956,"TNFRSF12A"
"ENSG00000006432",5.1426888570651,-0.116123656988316,0.828416007920283,-0.140175534849744,0.888521301397102,0.954333154996346,"MAP3K9"
"ENSG00000006451",1095.51248055838,-0.557671317142405,0.117605455212556,-4.7418830711083,2.11740828548093e-06,2.70596075150901e-05,"RALA"
"ENSG00000006453",151.897155345013,-0.20851241835067,0.166103223624914,-1.25531831231357,0.20936323006074,0.439678062573203,"BAIAP2L1"
"ENSG00000006459",395.715320694845,-0.00772626811170672,0.186295649875307,-0.0414731536505448,0.966918694717589,0.986840685601035,"KDM7A"
"ENSG00000006468",199.744842384518,-0.263891906267551,0.209457253897666,-1.25988430267725,0.207711102206206,0.437147749081995,"ETV1"
"ENSG00000006530",309.168864699887,0.00441814775805572,0.125654537159688,0.03516106825845,0.971951306051053,0.989135938444516,"AGK"
"ENSG00000006534",1142.48837260909,0.449277004128667,0.117633009327499,3.81931063990591,0.000133825146636754,0.0011447509697125,"ALDH3B1"
"ENSG00000006576",1070.41696178377,-0.430152753617669,0.0969731152137203,-4.43579390710147,9.17335793409139e-06,0.000103642851044822,"PHTF2"
"ENSG00000006606",4.02530892455143,-0.183320430081809,0.928879729374041,-0.19735647606967,0.843548586786183,NA,"CCL26"
"ENSG00000006607",877.938256158213,0.597986577837223,0.115989670750936,5.15551577968762,2.52933739712248e-07,3.86189770913738e-06,"FARP2"
"ENSG00000006625",194.196807747488,-0.163158274221705,0.159572117152676,-1.02247358205819,0.30655680994764,0.555505215252321,"GGCT"
"ENSG00000006634",85.4645537917258,-0.358286243240927,0.207039123240013,-1.73052434551502,0.0835366353881412,0.233322894875924,"DBF4"
"ENSG00000006638",65.7528256356143,-0.644329298552725,0.24050392744064,-2.67908015228465,0.00738247198673013,0.0360956439437955,"TBXA2R"
"ENSG00000006652",1074.49989068705,-0.0435488037154537,0.094771591683269,-0.459513267024107,0.64586562707976,0.829980047951821,"IFRD1"
"ENSG00000006695",184.224818152679,0.224503539550103,0.165857767454601,1.35359074823888,0.175866980197531,0.39413788055206,"COX10"
"ENSG00000006704",281.021838361536,-0.223621681898987,0.151746139941178,-1.47365647643934,0.140574106973116,0.339200141642244,"GTF2IRD1"
"ENSG00000006712",1101.20692599821,-0.202292733839559,0.101415095705061,-1.99470041844534,0.0460755637336117,0.151224225640002,"PAF1"
"ENSG00000006715",2215.8735104174,-0.0629128455614441,0.0865054035341968,-0.727270702073239,0.46706014209145,0.702596853440646,"VPS41"
"ENSG00000006740",35.5874162556033,-0.0478971505360866,0.318855257321294,-0.15021596613608,0.880594229666949,0.950034411233363,"ARHGAP44"
"ENSG00000006744",923.843902511885,0.164846521252703,0.106688870342823,1.54511450653664,0.122318568707474,0.3066808163144,"ELAC2"
"ENSG00000006747",1.9072766477715,-0.114211474658188,1.28773846245701,-0.0886915146110275,0.92932707631914,NA,"SCIN"
"ENSG00000006756",438.652125660007,-0.00444140531228249,0.131089953464705,-0.0338805926380796,0.97297236913385,0.989135938444516,"ARSD"
"ENSG00000006757",148.006976766001,0.0161696179561798,0.183118142898186,0.0883015614961219,0.929636997911046,0.971442648721139,"PNPLA4"
"ENSG00000006788",10.2534484705697,3.2028458452184,0.898351882442647,3.56524643384701,0.000363514463713587,0.00276461105427389,"MYH13"
"ENSG00000006831",1093.97929799541,0.242245224845266,0.0932263940803959,2.59846181153763,0.00936424603336435,0.043598266066002,"ADIPOR2"
"ENSG00000006837",11.6573093596589,-0.742289203996749,0.545151267095819,-1.3616206157809,0.173317645681689,0.390538858213554,"CDKL3"
"ENSG00000007001",1.79521779230453,-1.77493386285636,1.56421779163473,-1.13471018700115,0.256496767628626,NA,"UPP2"
"ENSG00000007038",1.69021065015309,-0.155576545730112,1.66324685023314,-0.0935378568180093,0.925476276121834,NA,"PRSS21"
"ENSG00000007047",781.527426277435,0.0905359762353292,0.103068638902708,0.878404694184339,0.37972413783647,0.626330061887931,"MARK4"
"ENSG00000007080",649.488460299776,0.240746344019507,0.11433860446135,2.10555608189958,0.0352429309668984,0.123177485829806,"CCDC124"
"ENSG00000007168",3290.36222055667,0.107009003183288,0.0767490020873113,1.39427224163192,0.163235409937558,0.375585161668246,"PAFAH1B1"
"ENSG00000007171",1.48104432017406,0.258184075314995,1.76703120500837,0.146111780359743,0.883833146840432,NA,"NOS2"
"ENSG00000007202",4253.61104121196,-0.00643897645218182,0.0882994528780707,-0.0729220424624052,0.941868153290014,0.975707028002864,"BLTP2"
"ENSG00000007237",427.004099591087,-1.40472374111237,0.189863893082669,-7.39858283902742,1.37645515239474e-13,4.87627491315951e-12,"GAS7"
"ENSG00000007255",128.956742128373,0.259016847532725,0.213429521414679,1.21359428543849,0.224902690314151,0.459436423671097,"TRAPPC6A"
"ENSG00000007312",2.07846008722538,0.845777313215552,1.61102193276978,0.524994288415076,0.599587161446009,NA,"CD79B"
"ENSG00000007341",154.037064497874,0.125380060761986,0.186249576139137,0.673183066297671,0.500830832896645,0.728833958420813,"ST7L"
"ENSG00000007372",32.2125568103071,0.304971718405927,0.334011556642789,0.913057384814025,0.361212361594684,0.608173190561033,"PAX6"
"ENSG00000007376",251.00087871978,0.108118981486732,0.137055827031799,0.788868184799229,0.430189052413067,0.673212847353696,"RPUSD1"
"ENSG00000007384",1827.5137878864,0.0635318524622343,0.0986931230829793,0.64373130039484,0.519749689247838,0.742451625336839,"RHBDF1"
"ENSG00000007392",669.423558438068,-0.173379783083889,0.102078584214904,-1.69849321889964,0.089414711462,0.244625409965526,"LUC7L"
"ENSG00000007402",17.9100828448734,0.344257331541476,0.517514495510967,0.665212925488346,0.505914314424968,0.732882610833587,"CACNA2D2"
"ENSG00000007516",8.15291870384701,0.365783908221113,0.634799855436823,0.57621926830687,0.564466982941211,0.775679670507233,"BAIAP3"
"ENSG00000007520",451.966662917572,0.104279448051977,0.126025709249903,0.827445833652839,0.407984411343957,0.653877424704846,"TSR3"
"ENSG00000007541",647.051541591026,0.162651330461115,0.129168451518,1.25921870665493,0.207951346566951,0.437496054287162,"PIGQ"
"ENSG00000007545",210.744544926978,0.0934076699769978,0.147914367606079,0.631498288426978,0.527714767998598,0.748078382334002,"CRAMP1"
"ENSG00000007866",1619.47522334358,0.59564809843107,0.0860380771581275,6.92307543480245,4.41942274052227e-12,1.28533920737254e-10,"TEAD3"
"ENSG00000007923",614.134797514992,0.032376933495522,0.102523676336048,0.315799575791627,0.75215464011896,0.891354657638347,"DNAJC11"
"ENSG00000007933",858.9532541925,0.24546740067409,0.113435372476244,2.16394053561641,0.0304689134178585,0.110169530128499,"FMO3"
"ENSG00000007944",339.641943576917,-0.49760513388615,0.123714713700406,-4.02219848393438,5.7657438120691e-05,0.000538414771720508,"MYLIP"
"ENSG00000007952",9.80895959778343,0.636695327310092,0.583750881533606,1.09069698642235,0.275406237096851,0.521104435186823,"NOX1"
"ENSG00000007968",1.33785146699772,1.90778834645057,1.77621590197264,1.07407457862066,0.282789257207098,NA,"E2F2"
"ENSG00000008018",1520.21149129856,0.043444551093912,0.0843207179312154,0.515229852873784,0.606392410436161,0.805363627016928,"PSMB1"
"ENSG00000008056",18.0526818159003,0.704134025320321,0.468697805922858,1.50231986670792,0.133014520300162,0.325885574735398,"SYN1"
"ENSG00000008083",301.246461842996,0.441578638384533,0.145763658641807,3.02941516766979,0.00245027706865565,0.0143220084609396,"JARID2"
"ENSG00000008086",102.482565499481,-0.24083435247113,0.23379681463608,-1.03010108519231,0.302962555875069,0.552043331400489,"CDKL5"
"ENSG00000008118",5.82691927201449,-0.371897781880562,0.812967232272575,-0.457457283783696,0.647342398645153,0.830935299589557,"CAMK1G"
"ENSG00000008128",22.3076831801815,-0.207204958499741,0.392017865103568,-0.528559989083658,0.597110722143954,0.797444863109152,"CDK11A"
"ENSG00000008130",1664.46942469032,0.776208455711937,0.124870046070759,6.21613012997602,5.09565498820884e-10,1.16457352024565e-08,"NADK"
"ENSG00000008226",5.99633297442634,-0.270169725677095,0.814117942510644,-0.331855756481578,0.739998180084182,0.884574287492735,"DLEC1"
"ENSG00000008256",3716.56541790484,1.18342021411583,0.103673185087329,11.4149113207912,3.52263070239916e-30,4.81212703224709e-28,"CYTH3"
"ENSG00000008277",18.0655458113801,-0.281506649529638,0.432810906337308,-0.650414870345824,0.51542427444003,0.739095866139374,"ADAM22"
"ENSG00000008282",1964.62145950803,0.279915174614434,0.106904598359737,2.61836421360016,0.00883524471712428,0.0415863045521235,"SYPL1"
"ENSG00000008283",521.10023227528,0.00768049964503651,0.111527474039571,0.0688664359269124,0.945095935317165,0.97646011330386,"CYB561"
"ENSG00000008294",2902.42132295554,-0.0311126373309484,0.0794104470034788,-0.39179526756203,0.695209492030708,0.860045112534147,"SPAG9"
"ENSG00000008300",87.3153855535227,0.263868590367887,0.215132253746128,1.22654128227221,0.219995050103088,0.452951672009463,"CELSR3"
"ENSG00000008311",721.941418739337,1.09573394386675,0.10798349916762,10.1472350156562,3.40884563351981e-24,3.25229124146186e-22,"AASS"
"ENSG00000008323",7.7178041967981,0.502930586126066,0.663138531661165,0.758409536038002,0.448205850862315,0.687892408098498,"PLEKHG6"
"ENSG00000008324",121.814679513152,0.538507309098743,0.213452251446741,2.52284670435115,0.0116409134750159,0.0518037886923709,"SS18L2"
"ENSG00000008382",82.4602154997948,0.0632170464148269,0.213261550106689,0.296429648866385,0.766901985702626,0.897837130310529,"MPND"
"ENSG00000008394",3589.93099836109,0.105535005031374,0.0935377794548073,1.12826074818639,0.259209815213095,0.50361721667089,"MGST1"
"ENSG00000008405",268.060346937477,0.0888785467082487,0.160362299979521,0.55423591903832,0.579417399208937,0.786764160588468,"CRY1"
"ENSG00000008438",1.7219657096346,2.46606839318435,1.6428399709349,1.50110079911251,0.133329492173093,NA,"PGLYRP1"
"ENSG00000008441",10802.2094408843,-0.326378456993241,0.0701587934069245,-4.65199643757026,3.28736759955409e-06,4.07407646427212e-05,"NFIX"
"ENSG00000008513",1568.48139621963,-0.595131545695789,0.0973376308973039,-6.1140952395244,9.71063019600718e-10,2.15908857822936e-08,"ST3GAL1"
"ENSG00000008516",2.57584812068446,-0.888686499624616,1.18039042082132,-0.752875052142719,0.451525001039654,NA,"MMP25"
"ENSG00000008517",182.660853554655,-0.74909483553322,0.191531714698109,-3.91107465786509,9.18863613107313e-05,0.000818219687484003,"IL32"
"ENSG00000008710",5426.44350001265,0.48040434552611,0.129734482874416,3.70298115722361,0.0002130807139668,0.00172764003338549,"PKD1"
"ENSG00000008735",17.352235029133,0.377218625463588,0.472629398070328,0.798127723336112,0.42479637479843,0.66858062585016,"MAPK8IP2"
"ENSG00000008838",1151.33790992003,-0.0256821189387695,0.0954628490670784,-0.269027367083122,0.787908622879139,0.908830807964164,"MED24"
"ENSG00000008853",558.502761960499,0.547720881477825,0.11948587541032,4.58398015327691,4.56207558399791e-06,5.48908494139855e-05,"RHOBTB2"
"ENSG00000008869",708.047653555374,0.0420973860906006,0.0979489484888187,0.429789055830509,0.667349094675974,0.842590031130254,"HEATR5B"
"ENSG00000008952",5081.75032804259,0.17319976683608,0.0811767749983092,2.13361231509489,0.0328745290561383,0.116783591004784,"SEC62"
"ENSG00000008988",10815.3321721324,-0.0375029052528694,0.0738373062063577,-0.507912695894642,0.611514570705314,0.808833766519345,"RPS20"
"ENSG00000009307",15779.6829039599,0.00921406696332796,0.0785182570233526,0.117349356858336,0.906583214067605,0.961535817536106,"CSDE1"
"ENSG00000009335",2101.66306480383,0.207676818168725,0.0808585579597236,2.56839626390778,0.0102170287095764,0.0467953928603207,"UBE3C"
"ENSG00000009413",7584.97488843759,1.09558983922645,0.12657330099312,8.65577361600139,4.8957951605684e-18,2.67518116167786e-16,"REV3L"
"ENSG00000009694",4.48410583448097,-0.905439554737934,1.08972521357965,-0.830887955472414,0.406036928454496,NA,"TENM1"
"ENSG00000009724",39.2833415364662,-0.399312472780655,0.298197823586806,-1.33908580544825,0.180542740900104,0.40088002757181,"MASP2"
"ENSG00000009780",174.392830735476,0.566379612784965,0.179048895744521,3.16326783491094,0.00156008730205173,0.00973408104864942,"FAM76A"
"ENSG00000009790",11.833373518035,-0.219815099958362,0.522215034272525,-0.42092832555956,0.673807420634027,0.846848913234699,"TRAF3IP3"
"ENSG00000009830",419.187954539917,0.0853181868372683,0.121112099818478,0.704456342224621,0.481148629082306,0.714138783407042,"POMT2"
